Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
fair	189	7.22	1.1480	--	4393	--	fair
hahaha	190	7.22	1.7177	--	374	--	hahaha
adventskalender	191	7.22	1.5292	--	806	--	advent calendar
kostenlos	192	7.22	1.3138	240	576	--	free
gold	193	7.22	1.3138	1289	1231	2813	gold
befreiung	194	7.22	1.0359	--	--	2579	relief
*smiles*	195	7.22	1.5687	--	4264	--	* Smiles *
amor	196	7.22	1.2501	--	3446	--	amor
lucky	197	7.22	1.3893	--	2484	--	lucky
chocolate	198	7.22	1.4469	--	2806	--	chocolate
treu	199	7.22	1.4184	--	--	4647	faithful
perfekte	200	7.22	1.3445	4732	3214	--	perfect
sieg	201	7.20	1.6782	3679	2447	2045	victory
hoffnung	202	7.20	1.1066	4265	2476	1386	hope
dank	203	7.20	1.2617	734	414	1727	thanks
amazing	204	7.20	1.4142	--	376	--	amazing
romantik	205	7.20	1.1429	--	--	4327	romance
herzens	206	7.20	1.2936	--	--	4221	heart
beliebte	207	7.20	1.2617	3997	--	--	popular
ehrlich	208	7.20	1.2778	--	1815	--	honest
schnäppchen	209	7.20	1.5386	1941	2740	--	Bargains
sweetest	210	7.20	1.4428	--	4625	--	sweetest
dreams	211	7.20	1.5386	--	1264	--	dreams
freu	212	7.20	1.3093	--	1028	--	became
danke	213	7.20	1.2122	618	128	--	thank you
weihnachtsbaum	214	7.20	1.4708	--	2438	--	christmas tree
witz	215	7.18	1.1008	--	3691	--	wit
kekse	216	7.18	1.2567	--	3151	--	biscuits
besten	217	7.18	1.3952	553	517	849	best
papa	218	7.18	1.2070	--	1784	--	papa
gesunde	219	7.18	1.4665	--	3704	--	healthy
heaven	220	7.18	1.4665	--	4503	--	heaven
mutter	221	7.18	1.5868	1463	960	713	mother
richtig	222	7.18	1.2237	698	328	757	properly
enjoy	223	7.18	1.3952	--	1213	--	enjoy
ideal	224	7.16	1.2993	3164	3815	2312	ideal
musik	225	7.16	1.3607	190	567	1155	music
gerne	226	7.16	1.0568	651	384	2818	like
geburt	227	7.16	1.3607	2320	--	2406	childbirth
nette	228	7.16	1.1669	4915	2436	--	nice
smileys	229	7.16	1.5434	3197	--	--	smileys
gorgeous	230	7.16	1.4479	--	4007	--	Gorgeous
sexy	231	7.16	1.1132	2698	636	--	sexy
laugh	232	7.16	1.5032	--	2230	--	laugh
gutes	233	7.16	0.9971	1954	1044	2162	good
luck	234	7.14	1.3554	--	1861	--	luck
pizza	235	7.14	1.2938	4239	1688	--	pizza
belohnung	236	7.14	1.1782	--	1334	--	reward
sterne	237	7.14	1.3852	622	2852	--	star
vollkommenheit	238	7.14	1.4144	--	--	4932	perfection
willkommen	239	7.14	1.3852	683	1302	--	welcome
süßen	240	7.14	1.1430	--	4848	--	sweet
familien	241	7.14	1.5254	2257	4953	1760	family
befreien	242	7.14	1.1782	--	--	5080	free
gewonnenen	243	7.12	1.0622	--	--	4750	obtained
begeistert	244	7.12	1.3498	4483	4177	--	enthusiastic
leben	245	7.12	1.3192	298	236	141	life
comedy	246	7.12	1.2395	3708	--	--	comedy
eltern	247	7.12	1.3797	901	1078	1041	parents
befreit	248	7.12	1.1891	--	--	3914	free
beliebteste	249	7.12	1.4797	3896	--	--	most popular
geschenkt	250	7.12	1.1183	--	2844	--	given
#christmas	251	7.12	1.6368	--	1258	--	# Christmas
schöner	252	7.12	1.3649	3634	1402	--	beautiful
gute	253	7.12	1.2395	389	174	747	good
mother	254	7.12	1.3346	--	2209	--	mother
feuerwerk	255	7.10	1.3286	--	4225	--	fireworks
hobby	256	7.10	1.1112	1731	--	--	hobby
hearts	257	7.10	1.3740	--	3106	--	hearts
hope	258	7.10	1.1824	--	301	--	hope
welpen	259	7.10	1.5811	--	1950	--	puppies
naturschutz	260	7.10	1.3887	4830	--	--	conservation
free	261	7.10	1.3132	859	416	--	free
phantasie	262	7.10	1.5017	--	--	2443	imaginative
mama	263	7.10	1.8323	5123	956	--	mama
plätzchen	264	7.10	1.5286	--	3772	--	cookie
cool	265	7.08	1.1400	2734	251	--	cool
spielen	266	7.08	1.1400	711	681	1298	play
kostenfrei	267	7.08	1.5365	2982	--	--	free
awesome	268	7.08	1.7594	--	513	--	awesome
reise	269	7.08	1.3377	690	2325	1742	traveling
konzert	270	7.08	1.3223	2639	1987	--	concert
licht	271	7.08	1.1220	1603	1606	924	light
#gesundheit	272	7.08	1.5628	--	4143	--	# Health
toller	273	7.08	1.1400	--	2764	--	great
greatest	274	7.08	1.6142	--	4308	--	greatest
schöne	275	7.08	1.3377	1442	529	1970	beautiful
hahahahaha	276	7.08	1.8827	--	3252	--	hahahahaha
kunst	277	7.08	1.4405	554	1777	365	art
meer	278	7.06	1.4486	2339	2522	2512	sea
intelligenz	279	7.06	1.3157	--	--	2973	intelligence
heiraten	280	7.06	1.3001	--	4147	--	marry
like	281	7.06	1.1323	2958	106	--	like
hihihi	282	7.06	1.6710	--	4628	--	hehehe
anerkennung	283	7.06	1.1502	4693	--	1243	recognition
kostenlosen	284	7.06	1.3311	2343	5024	--	free
heart	285	7.06	1.2191	--	725	--	heart
früchte	286	7.06	1.2843	--	--	4628	fruits
dream	287	7.06	1.2357	--	879	--	Search
inspiration	288	7.06	0.9982	--	2959	--	inspiration
chillen	289	7.06	1.6464	--	4740	--	chill out
talent	290	7.06	1.0382	--	3517	--	talent
zuhause	291	7.06	1.1502	3342	905	--	home
x-mas	292	7.06	1.7544	--	1529	--	x-mas
xmas	293	7.04	1.7138	--	1115	--	xmas
nett	294	7.04	1.0683	4814	1536	--	nice
mom	295	7.04	1.3395	--	1208	--	mom
vacation	296	7.04	1.7608	--	5027	--	vacation
ideen	297	7.04	1.1945	2103	2252	1019	ideas
girlfriend	298	7.04	1.5113	--	3478	--	girlfriend
einladung	299	7.04	1.2282	4271	--	--	invitation
ferienwohnungen	300	7.04	1.2610	1964	--	--	apartments
reichtum	301	7.02	1.5050	--	--	3996	wealth
freut	302	7.02	1.1865	--	1279	--	would
thanks	303	7.02	1.6224	--	253	--	thanks
sonderangebote	304	7.02	1.1865	2670	3355	--	special offers
win	305	7.02	1.2696	2716	933	--	win
gewann	306	7.02	1.3476	--	--	4291	won
weihnachtsfeier	307	7.02	1.7082	--	2186	--	christmas
best	308	7.02	1.5050	1196	199	--	best
massage	309	7.02	1.3626	4871	4252	--	massage
warm	310	7.02	1.0593	--	1538	--	hot
feier	311	7.02	1.3323	--	3492	--	celebration
advent	312	7.02	1.5451	--	808	--	advent
frisch	313	7.00	1.1249	3114	2035	--	fresh
frohe	314	7.00	1.2617	--	536	--	Merry
hochwertige	315	7.00	1.0498	4308	4971	--	quality
positiven	316	7.00	1.1952	--	--	1936	positive
himmel	317	7.00	1.1952	3269	2132	1704	sky
wärme	318	7.00	1.1066	--	3808	2994	heat
mädels	319	7.00	1.5253	--	3288	--	girls
retten	320	7.00	1.1952	--	3049	4338	save
opa	321	7.00	1.2936	--	3929	--	opa
panorama	322	7.00	1.2454	2318	--	--	panorama
vollkommen	323	6.98	1.3323	--	--	1311	completely
lust	324	6.98	1.1156	2404	672	2190	loss
fein	325	6.98	1.0971	--	3995	4266	fine
mut	326	6.98	1.3923	--	4539	3725	courage
chance	327	6.98	1.1156	2130	842	3031	Chance
feiert	328	6.98	1.2696	--	2012	--	celebrating
#gutschein	329	6.98	1.4068	--	2737	--	# Coupon
güte	330	6.98	1.2856	--	--	4649	Q
honey	331	6.98	1.5713	--	2430	--	honey
bedankt	332	6.98	0.9792	4556	--	--	thanks
gewinnt	333	6.98	1.6224	4297	1570	2553	winning
fortschritt	334	6.96	1.1599	--	--	1740	advance
hug	335	6.96	1.5381	--	2353	--	hug
joke	336	6.96	1.3395	--	3917	--	joke
idee	337	6.96	1.2115	1473	1058	638	idea
respect	338	6.96	1.2771	--	3776	--	respect
ferienwohnung	339	6.96	1.4841	1658	4302	--	holiday home
highlights	340	6.96	1.2447	3980	--	--	highlights
silvester	341	6.96	1.7838	--	648	--	new year
erfüllung	342	6.96	1.1773	4887	--	1818	performance
respekt	343	6.96	1.3242	--	3169	--	respectful
celebrate	344	6.96	1.6777	--	3330	--	celebration
truth	345	6.96	1.4136	--	3248	--	truth
eis	346	6.94	1.4486	4656	3389	--	ice
christkind	347	6.94	1.9526	--	4783	--	christkind
nature	348	6.94	1.4902	--	--	4878	nature
fliegen	349	6.94	1.0956	4090	3110	--	fly
inseln	350	6.94	1.3463	3874	--	3799	islands
tanzen	351	6.94	1.2843	--	3092	--	dance
demokratie	352	6.94	1.2521	--	3516	1125	democracy
kindheit	353	6.94	1.1502	--	--	4258	childhood
abenteuer	354	6.94	1.4765	2896	3955	--	adventure
hugs	355	6.94	1.4344	--	3545	--	hugs
spiele	356	6.94	1.3311	417	1177	4879	games
breakfast	357	6.94	1.2521	--	4543	--	breakfast
hahah	358	6.94	1.7660	--	1326	--	hahah
bücher	359	6.94	1.1141	306	1563	1723	books
gesunden	360	6.92	1.3529	--	--	3390	healthy
balkon	361	6.92	1.2262	3837	3879	--	balcony
tolle	362	6.92	1.3223	2330	938	--	great
tanz	363	6.92	1.2262	3669	--	--	dance
erfolgreiche	364	6.92	1.2752	3991	--	--	successful
sport	365	6.92	1.4546	194	1114	4669	sport
sex	366	6.92	1.7243	1053	429	--	sex
baum	367	6.92	1.3974	4817	2019	4122	tree
gratis	368	6.92	1.3679	1002	630	--	free
health	369	6.92	1.5758	2948	3681	--	health
kostenloser	370	6.90	1.2657	2157	3254	--	Free
spannend	371	6.90	1.2817	--	3056	--	exciting
friday	372	6.90	1.4178	--	1385	--	friday
greetings	373	6.90	1.4743	--	3130	--	greetings
glühwein	374	6.90	1.5286	--	2558	--	mulled wine
fitness	375	6.90	1.3590	1620	3296	--	fitness
held	376	6.90	1.3740	--	--	4726	hero
cute	377	6.90	1.6067	--	729	--	cute
schwester	378	6.90	1.5286	--	1947	3250	sister
chancen	379	6.90	1.1650	3255	4352	4013	opportunities
kinder	380	6.90	1.4880	257	582	382	children
rose	381	6.88	1.4377	4274	3569	--	rose
beziehung	382	6.88	1.2395	3294	3032	449	relationship
unterhaltung	383	6.88	1.2879	975	--	4182	recreation
besserung	384	6.88	1.0622	--	2057	--	improvement
frühstück	385	6.88	1.4090	3267	2559	--	breakfast
flug	386	6.88	1.1891	2337	--	--	flight
spiel	387	6.88	1.1364	628	607	1409	match
berührung	388	6.88	1.0812	--	--	3629	contact
musiker	389	6.88	1.2720	4152	--	--	musician
children	390	6.88	1.4934	--	3589	--	children
festival	391	6.88	1.2061	3075	3201	--	festival
klarheit	392	6.88	1.0622	--	--	3060	clarity
#schnäppchen	393	6.88	1.7337	--	2800	--	# Bargains
bescherung	394	6.88	1.6860	--	4084	--	bescherung
sweetie	395	6.88	1.4934	--	1992	--	sweetie
daheim	396	6.88	1.2229	--	2905	--	home
bildung	397	6.88	1.2720	688	4666	507	education
date	398	6.88	1.3797	2256	1760	--	date
home	399	6.88	1.3649	99	499	--	home
clever	400	6.88	1.2229	1477	1222	--	clever
kostenloses	401	6.88	1.4934	3683	2687	--	Free
optimal	402	6.88	1.4658	4241	--	--	optimally
freundesliste	403	6.86	1.3704	2803	--	--	friend list
wald	404	6.86	1.4144	2004	3941	3147	forest
baby	405	6.86	1.3999	921	532	--	baby
qualität	406	6.86	1.0500	855	2971	1380	quality
feelings	407	6.86	1.2456	--	4653	--	feelings
merci	408	6.86	1.4287	--	4109	--	merci
katze	409	6.86	1.4144	4009	1647	--	cat
zukunft	410	6.86	1.1430	948	1121	610	future
tochter	411	6.86	1.3095	2893	2734	2104	daughter
menschlicher	412	6.86	1.0500	--	--	3363	human
yeah	413	6.86	1.6661	--	274	--	yeah
stern	414	6.86	1.1608	2964	3349	4624	star
vielfalt	415	6.86	1.3095	4311	--	3827	diversity
bonus	416	6.86	1.3403	--	2798	--	bonus
lebendig	417	6.86	1.1430	--	--	3770	lively
Überraschung	418	6.86	1.3852	--	4918	--	Surprise
wünsche	419	6.86	1.1430	1951	391	2316	wish
gefühle	420	6.86	1.1954	--	3568	2188	feelings
hallo	421	6.84	1.4896	356	231	--	hi
dear	422	6.84	1.1843	--	885	--	dear
park	423	6.84	1.1669	1725	1711	--	park
nikolaus	424	6.84	1.7654	--	1477	--	nicholas
gerecht	425	6.84	1.2349	--	--	2342	justice
jaaaa	426	6.84	1.8883	--	3378	--	yeah
künstlerischen	427	6.84	1.0174	--	--	2881	artistic
quality	428	6.84	1.2014	3923	5020	--	quality
motivation	429	6.84	1.2513	--	--	4875	motivation
schmuck	430	6.84	1.2675	1099	--	--	decoration
interesting	431	6.84	1.2993	--	3176	--	interesting
vertraut	432	6.84	0.9971	--	--	4111	familiar
partner	433	6.84	1.2513	292	2016	2814	partners
solidarität	434	6.84	1.0759	--	--	4214	Solidarity
künstlerische	435	6.84	1.1493	--	--	4048	artistic
stärke	436	6.84	1.1669	4689	--	1830	strength
innovation	437	6.84	1.0947	4039	--	--	innovation
easy	438	6.84	1.1493	4077	1787	--	easy
wasser	439	6.84	1.3903	699	1447	627	water
#adventskalender	440	6.84	1.8335	--	3456	--	# Advent calendar
lol	441	6.82	1.5077	--	213	--	lol
beach	442	6.82	1.8148	3184	2838	--	beach
fortschritte	443	6.82	1.0437	--	--	3508	progress
gutschein	444	6.82	1.3354	4761	703	--	coupon
erinnerungen	445	6.82	1.3656	--	3835	2974	memories
alive	446	6.82	1.2887	--	3612	--	alive
ja	447	6.82	1.3656	128	39	151	yes
wow	448	6.82	1.6249	3032	458	--	wow
kino	449	6.82	1.3045	769	1766	--	cinema
#music	450	6.82	1.7106	--	1915	--	# Music
kultur	451	6.82	1.2728	426	2561	534	culture
hoffnungen	452	6.82	1.1373	--	--	4123	hopes
vorteile	453	6.82	1.1008	1298	--	2662	benefits
schlaf	454	6.82	1.2567	--	929	--	Sleeping
zusammenarbeit	455	6.82	1.0631	1276	--	1033	cooperation
vollendung	456	6.82	1.3200	--	--	3476	completion
ferienhäuser	457	6.82	1.4097	3677	--	--	villas
weisheit	458	6.80	1.2778	--	--	3385	wisdom
spitze	459	6.80	1.3702	3894	3856	1465	great
erfolgreiches	460	6.80	1.2122	--	4012	--	successful
farben	461	6.80	1.1066	1585	3190	2382	colors
favoriten	462	6.80	1.2122	883	--	--	favorites
prost	463	6.80	1.1429	--	2863	--	cheers
talented	464	6.80	1.2289	--	4894	--	talented
champions	465	6.80	1.4286	--	3694	--	champions
malerei	466	6.80	1.2936	--	--	4065	painting
gehalt	467	6.80	1.2122	4968	2954	2394	content
teddy	468	6.80	1.3851	--	2670	--	teddy
lieber	469	6.80	1.1780	1643	545	1767	rather
garten	470	6.80	1.2617	558	2156	3686	garden
vorbild	471	6.80	1.0880	--	--	2594	prototypical
frauen	472	6.80	1.2617	567	656	376	women
magic	473	6.80	1.4569	4469	2568	--	magic
famous	474	6.80	1.1606	--	4009	--	famous
besser	475	6.80	0.9258	615	308	636	more
fit	476	6.80	1.4428	2761	1985	--	fit
#kostenlos	477	6.80	1.6537	--	3186	--	# Free
schlafzimmer	478	6.80	1.3248	4338	--	--	bedrooms
frühjahr	479	6.80	1.3553	5057	--	3051	spring
fresh	480	6.78	0.9957	--	3231	--	fresh
lösung	481	6.78	1.1301	1229	2332	642	solution
child	482	6.78	1.3746	--	3255	--	child
interessant	483	6.78	1.0554	1852	1819	2697	interesting
guten	484	6.78	1.2982	976	172	764	good
mädchen	485	6.78	1.3138	1612	934	1320	girl
kostenlose	486	6.78	1.3138	713	1862	--	free
künstler	487	6.78	1.2664	1411	4564	1590	artist
entertainment	488	6.78	1.3138	1934	--	--	entertainment
dad	489	6.78	1.4039	--	1811	--	dad
strahlen	490	6.78	1.3596	--	--	4367	radiation
concert	491	6.78	1.1657	--	1770	--	concert
parents	492	6.78	1.3596	--	2629	--	parents
verbesserung	493	6.78	1.2824	3154	--	1874	improvement
feeling	494	6.78	1.3138	--	1251	--	Feeling
café	495	6.78	1.1301	2325	4718	--	cafe
bruder	496	6.78	1.2002	4002	1835	2015	brother
cafe	497	6.76	1.3180	2946	--	--	cafe
neujahr	498	6.76	1.4507	--	4115	--	New Year
#xmas	499	6.76	1.6358	--	1112	--	# Xmas
dancing	500	6.76	1.6107	--	3651	--	dancing
energy	501	6.76	1.1528	4423	2912	--	energy
wunsch	502	6.76	1.4786	2213	2685	1509	wish
photography	503	6.76	1.4078	--	4540	--	photography
spanien	504	6.76	1.4786	810	3449	2141	spain
schwangerschaft	505	6.76	1.4647	3028	--	--	pregnancy
gifts	506	6.76	1.6233	--	4892	--	gifts
günstig	507	6.76	1.0797	1762	1576	3860	favorably
gern	508	6.76	1.1528	1758	727	1671	like
frau	509	6.76	1.4078	409	420	345	woman
gefühl	510	6.76	1.2867	3107	1558	986	feeling
verbessern	511	6.76	1.0797	2709	4699	4161	improve
erster	512	6.76	1.3024	1079	1511	667	first
anerkennen	513	6.76	1.0606	--	--	4804	recognize
helfen	514	6.74	1.2747	864	1316	1943	help
verschenken	515	6.74	1.3063	4254	1981	--	give away
sehenswürdigkeiten	516	6.74	1.4542	4145	--	--	attractions
sauber	517	6.74	1.0063	--	3660	--	clean
erlebnis	518	6.74	1.3524	--	--	4080	experience
hilfreich	519	6.74	1.0063	910	--	--	helpful
favorite	520	6.74	1.2090	--	1146	--	favorite
unabhängig	521	6.74	1.0063	2506	--	1283	independently
horizont	522	6.74	1.1572	--	--	4833	horizon
küste	523	6.74	1.5093	--	--	4028	coast
bravo	524	6.74	1.5093	--	4851	--	bravo
wünschen	525	6.74	1.4542	2163	874	2222	require
disney	526	6.74	1.4115	--	2970	--	disney
zustimmung	527	6.74	1.0063	3440	--	1710	agreement
schwimmen	528	6.74	1.4682	4779	--	--	float
individualität	529	6.72	1.1613	--	--	3792	individuality
